annotator	session_id	id	knowledge	power	status	trust	support	similarity	identity	fun	conflict	other	other_text	none	romance
5755c957eb80c4000741a9ce	68b70323ae4179c08d9720ae	1.79567E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	id_3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	1.80066E+16	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	1.80195E+16	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	1.7869E+16	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	1.7867E+16	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	1.79393E+16	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	1.78689E+16	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	id_1126	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	hsoe3px	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	id_657	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	fwvjjzb	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	id_1990	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	1.79792E+16	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	1.79112E+16	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	e9zgehk	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	1.80195E+16	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	k5p71i2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
5987030cfd8cca00015cbc26	68b704584b7713bac35d9a9a	dimf7c8	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	1.79112E+16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	id_1361	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	c1ivwqd	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	1.79792E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
669d7d04ec742963733a5b35	68b708cdac8d3d726c4dedf4	1.78687E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	1.78838E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	ewu2ur2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_300	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	eqjueqk	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.79545E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
669d7d04ec742963733a5b35	68b708cdac8d3d726c4dedf4	1.79525E+16	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.78848E+16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	1.78947E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
669d7d04ec742963733a5b35	68b708cdac8d3d726c4dedf4	id_294	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	g5x4pal	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	h2wcixz	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	1.79393E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
6643495b44af166c626762cd	68b708cd07f112187170d26b	1.7869E+16	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_300	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.79545E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.78848E+16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_300	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.79545E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.78848E+16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_300	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.79545E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.78848E+16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	g5x4pal	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_300	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.79545E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.78848E+16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	g5x4pal	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_2217	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.80517E+16	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_2027	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_1093	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	gincgcz	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	hlwbnv0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	iuwabku	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	k22ppk0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	g5x4pal	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_1776	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	TRUE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	icjwk7r	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_2036	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	1.78871E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	g3hjo11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	igd8a0h	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	ewu2ur2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
6658b1b56a1df274ee633fdc	68b70be2b2f6fe1f8cf485ae	id_557	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.7967E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_275	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
6658b1b56a1df274ee633fdc	68b70be2b2f6fe1f8cf485ae	id_1030	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_1434	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_1394	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_1916	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_1124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	jnomnno	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.78649E+16	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_1135	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_676	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	fk1mevd	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_1361	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	ceb0maw	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	jz60rud	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	1.7968E+16	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_954	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_722	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	grno180	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_893	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	ceb0maw	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	epi2bfm	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	ezg3nh9	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_1642	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	1.79428E+16	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	hyvl8k1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	g8c7rs8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
671a3ac3dada5efe6d439698	68b709337e7070821bb27e13	id_446	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	1.78689E+16	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	id_262	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
66435e2e5c5b5aceb2195908	68b70acdb6a0191bbc50a669	e0xyqm1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	hlwbnv0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	1.78445E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	id_2139	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	id_1941	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	1.79165E+16	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	ge9n67s	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	guek77o	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	1.80195E+16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	id_676	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	1.79205E+16	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	TRUE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	gf8jh9a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	1.80119E+16	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	1.78947E+16	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	1.79675E+16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	id_1770	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	f36ga6j	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	id_1763	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	1.79165E+16	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	id_1846	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	1.7885E+16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	fk1mevd	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	1.79165E+16	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	hlwbnv0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	1.78445E+16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	id_1370	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	Stating support for a particular team	FALSE	FALSE
62e154b0682e270b4acdf5ee	68b70e6a28fc51e38d2eb70b	1.80195E+16	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE		FALSE	FALSE
58cd0bc2a47dbb000171dc8b	68b70f6c6fe453113e883782	id_1793	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	f36ga6j	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	id_1763	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	id_1846	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
58cd0bc2a47dbb000171dc8b	68b70f6c6fe453113e883782	eqjueqk	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	id_1370	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	Expressing loyalty/support for a team	FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	id_1093	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	1.7977E+16	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE		FALSE	FALSE
58cd0bc2a47dbb000171dc8b	68b70f6c6fe453113e883782	id_1982	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	hlwbnv0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	gydcuh6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	Not quite sure what is being discussed here but seems to be informative in nature	FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	1.78445E+16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TRUE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	id_2139	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
5a9c41f2dbdb470001eeef9c	68b70ef5137780a8bf6b0908	id_933	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE
5d8cef3c28e183001a335ab0	68b70e5c3fcb047957a7cbab	id_1941	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		FALSE	FALSE
